SC,Start,End,N_Records,Planet,Window,Type,k_obs,k_exp,Ratio,p_val,Z_score
SC19,1954-04,1964-09,73,Saturn,5,Opposition,2,2.05,97.51,1.0,-0.04
SC19,1954-04,1964-09,73,Uranus,5,Conjunction,1,2.05,48.82,0.7459,-0.92
SC19,1954-04,1964-09,73,Uranus,5,Opposition,0,1.97,0.0,0.1212,-1.73
SC19,1954-04,1964-09,73,Neptune,5,Conjunction,1,2.18,45.94,0.5635,-1.1
SC19,1954-04,1964-09,73,Neptune,5,Opposition,2,2.06,97.32,1.0,-0.05
SC22,1986-09,1996-07,59,Mercury,1,Conjunction,0,0.35,0.0,1.0,-0.6
SC22,1986-09,1996-07,59,Mercury,1,Opposition,0,0.29,0.0,1.0,-0.56
SC22,1986-09,1996-07,59,Venus,1,Conjunction,0,0.34,0.0,1.0,-0.59
SC22,1986-09,1996-07,59,Venus,1,Opposition,0,0.32,0.0,1.0,-0.58
SC22,1986-09,1996-07,59,Mars,1,Conjunction,0,0.33,0.0,1.0,-0.56
SC22,1986-09,1996-07,59,Mars,1,Opposition,0,0.34,0.0,1.0,-0.62
SC22,1986-09,1996-07,59,Jupiter,1,Conjunction,0,0.32,0.0,1.0,-0.54
SC22,1986-09,1996-07,59,Jupiter,1,Opposition,0,0.33,0.0,1.0,-0.53
SC22,1986-09,1996-07,59,Saturn,1,Conjunction,0,0.33,0.0,1.0,-0.62
SC22,1986-09,1996-07,59,Saturn,1,Opposition,0,0.32,0.0,1.0,-0.6
SC22,1986-09,1996-07,59,Uranus,1,Conjunction,0,0.31,0.0,1.0,-0.57
SC22,1986-09,1996-07,59,Uranus,1,Opposition,0,0.35,0.0,1.0,-0.6
SC22,1986-09,1996-07,59,Neptune,1,Conjunction,0,0.32,0.0,1.0,-0.59
SC22,1986-09,1996-07,59,Neptune,1,Opposition,1,0.33,304.51,0.5559,1.18
SC22,1986-09,1996-07,59,Mercury,2,Conjunction,0,0.71,0.0,0.9594,-0.9
SC22,1986-09,1996-07,59,Mercury,2,Opposition,0,0.63,0.0,1.0,-0.87
SC22,1986-09,1996-07,59,Venus,2,Conjunction,0,0.66,0.0,0.9734,-0.86
SC22,1986-09,1996-07,59,Venus,2,Opposition,1,0.66,150.51,1.0,0.45
SC22,1986-09,1996-07,59,Mars,2,Conjunction,1,0.65,152.72,0.881,0.4
SC22,1986-09,1996-07,59,Mars,2,Opposition,0,0.67,0.0,1.0,-0.85
SC22,1986-09,1996-07,59,Jupiter,2,Conjunction,1,0.66,152.07,0.9366,0.41
SC22,1986-09,1996-07,59,Jupiter,2,Opposition,0,0.64,0.0,1.0,-0.75
SC22,1986-09,1996-07,59,Saturn,2,Conjunction,0,0.68,0.0,0.911,-0.95
SC22,1986-09,1996-07,59,Saturn,2,Opposition,0,0.64,0.0,1.0,-0.84
SC22,1986-09,1996-07,59,Uranus,2,Conjunction,0,0.62,0.0,1.0,-0.8
SC22,1986-09,1996-07,59,Uranus,2,Opposition,0,0.69,0.0,0.9426,-0.87
SC22,1986-09,1996-07,59,Neptune,2,Conjunction,0,0.66,0.0,0.9906,-0.88
SC22,1986-09,1996-07,59,Neptune,2,Opposition,1,0.65,153.52,1.0,0.46
SC22,1986-09,1996-07,59,Mercury,3,Conjunction,1,1.08,92.68,1.0,-0.09
SC22,1986-09,1996-07,59,Mercury,3,Opposition,0,0.9,0.0,0.7195,-1.09
SC22,1986-09,1996-07,59,Venus,3,Conjunction,0,1.0,0.0,0.6287,-1.1
SC22,1986-09,1996-07,59,Venus,3,Opposition,1,0.98,102.12,1.0,0.02
SC22,1986-09,1996-07,59,Mars,3,Conjunction,1,0.96,104.47,1.0,0.04
SC22,1986-09,1996-07,59,Mars,3,Opposition,0,1.02,0.0,0.7403,-1.06
SC22,1986-09,1996-07,59,Jupiter,3,Conjunction,1,0.99,101.01,1.0,0.01
SC22,1986-09,1996-07,59,Jupiter,3,Opposition,0,0.98,0.0,0.7946,-0.95
SC22,1986-09,1996-07,59,Saturn,3,Conjunction,1,1.02,98.48,1.0,-0.02
SC22,1986-09,1996-07,59,Saturn,3,Opposition,0,0.96,0.0,0.6559,-1.1
