Dataset,Window,Phase,N_Simul,Count,Pct,N_Total
SG_Large,12,Opposition,7,0,0.0,18110
SG_Large,13,Conjunction,0,10752,59.3705,18110
SG_Large,13,Opposition,0,10735,59.2766,18110
SG_Large,13,Conjunction,1,5832,32.2032,18110
SG_Large,13,Opposition,1,5799,32.021,18110
SG_Large,13,Conjunction,2,1280,7.0679,18110
SG_Large,13,Opposition,2,1360,7.5097,18110
SG_Large,13,Conjunction,3,233,1.2866,18110
SG_Large,13,Opposition,3,197,1.0878,18110
SG_Large,13,Conjunction,4,13,0.0718,18110
SG_Large,13,Opposition,4,18,0.0994,18110
SG_Large,13,Conjunction,5,0,0.0,18110
SG_Large,13,Opposition,5,1,0.0055,18110
SG_Large,13,Conjunction,6,0,0.0,18110
SG_Large,13,Opposition,6,0,0.0,18110
SG_Large,13,Conjunction,7,0,0.0,18110
SG_Large,13,Opposition,7,0,0.0,18110
SG_Large,14,Conjunction,0,10329,57.0348,18110
SG_Large,14,Opposition,0,10299,56.8691,18110
SG_Large,14,Conjunction,1,6016,33.2192,18110
SG_Large,14,Opposition,1,6032,33.3076,18110
SG_Large,14,Conjunction,2,1465,8.0895,18110
SG_Large,14,Opposition,2,1503,8.2993,18110
SG_Large,14,Conjunction,3,279,1.5406,18110
SG_Large,14,Opposition,3,249,1.3749,18110
SG_Large,14,Conjunction,4,21,0.116,18110
SG_Large,14,Opposition,4,25,0.138,18110
SG_Large,14,Conjunction,5,0,0.0,18110
SG_Large,14,Opposition,5,2,0.011,18110
SG_Large,14,Conjunction,6,0,0.0,18110
SG_Large,14,Opposition,6,0,0.0,18110
SG_Large,14,Conjunction,7,0,0.0,18110
SG_Large,14,Opposition,7,0,0.0,18110
SG_Large,15,Conjunction,0,9879,54.55,18110
SG_Large,15,Opposition,0,9867,54.4837,18110
SG_Large,15,Conjunction,1,6261,34.5721,18110
SG_Large,15,Opposition,1,6231,34.4064,18110
SG_Large,15,Conjunction,2,1603,8.8515,18110
SG_Large,15,Opposition,2,1675,9.249,18110
SG_Large,15,Conjunction,3,337,1.8609,18110
SG_Large,15,Opposition,3,302,1.6676,18110
SG_Large,15,Conjunction,4,29,0.1601,18110
SG_Large,15,Opposition,4,33,0.1822,18110
SG_Large,15,Conjunction,5,1,0.0055,18110
SG_Large,15,Opposition,5,2,0.011,18110
SG_Large,15,Conjunction,6,0,0.0,18110
SG_Large,15,Opposition,6,0,0.0,18110
SG_Large,15,Conjunction,7,0,0.0,18110
SG_Large,15,Opposition,7,0,0.0,18110
SG_Large,16,Conjunction,0,9476,52.3247,18110
SG_Large,16,Opposition,0,9443,52.1425,18110
SG_Large,16,Conjunction,1,6433,35.5218,18110
SG_Large,16,Opposition,1,6438,35.5494,18110
SG_Large,16,Conjunction,2,1777,9.8123,18110
SG_Large,16,Opposition,2,1832,10.116,18110
SG_Large,16,Conjunction,3,385,2.1259,18110
SG_Large,16,Opposition,3,352,1.9437,18110
SG_Large,16,Conjunction,4,38,0.2098,18110
SG_Large,16,Opposition,4,42,0.2319,18110
SG_Large,16,Conjunction,5,1,0.0055,18110
SG_Large,16,Opposition,5,3,0.0166,18110
SG_Large,16,Conjunction,6,0,0.0,18110
SG_Large,16,Opposition,6,0,0.0,18110
SG_Large,16,Conjunction,7,0,0.0,18110
SG_Large,16,Opposition,7,0,0.0,18110
SG_Large,17,Conjunction,0,9079,50.1325,18110
SG_Large,17,Opposition,0,9045,49.9448,18110
SG_Large,17,Conjunction,1,6595,36.4163,18110
SG_Large,17,Opposition,1,6570,36.2783,18110
SG_Large,17,Conjunction,2,1958,10.8117,18110
SG_Large,17,Opposition,2,2041,11.27,18110
SG_Large,17,Conjunction,3,430,2.3744,18110
SG_Large,17,Opposition,3,397,2.1922,18110
SG_Large,17,Conjunction,4,47,0.2595,18110
SG_Large,17,Opposition,4,54,0.2982,18110
SG_Large,17,Conjunction,5,1,0.0055,18110
SG_Large,17,Opposition,5,3,0.0166,18110
SG_Large,17,Conjunction,6,0,0.0,18110
SG_Large,17,Opposition,6,0,0.0,18110
SG_Large,17,Conjunction,7,0,0.0,18110
SG_Large,17,Opposition,7,0,0.0,18110
SG_Large,18,Conjunction,0,8659,47.8134,18110
SG_Large,18,Opposition,0,8677,47.9128,18110
SG_Large,18,Conjunction,1,6775,37.4103,18110
SG_Large,18,Opposition,1,6673,36.847,18110
SG_Large,18,Conjunction,2,2125,11.7338,18110
SG_Large,18,Opposition,2,2235,12.3412,18110
SG_Large,18,Conjunction,3,493,2.7223,18110
SG_Large,18,Opposition,3,455,2.5124,18110
SG_Large,18,Conjunction,4,55,0.3037,18110
SG_Large,18,Opposition,4,66,0.3644,18110
SG_Large,18,Conjunction,5,3,0.0166,18110
SG_Large,18,Opposition,5,4,0.0221,18110
SG_Large,18,Conjunction,6,0,0.0,18110
SG_Large,18,Opposition,6,0,0.0,18110
SG_Large,18,Conjunction,7,0,0.0,18110
SG_Large,18,Opposition,7,0,0.0,18110
SG_Large,19,Conjunction,0,8338,46.0409,18110
SG_Large,19,Opposition,0,8333,46.0133,18110
SG_Large,19,Conjunction,1,6814,37.6256,18110
SG_Large,19,Opposition,1,6768,37.3716,18110
SG_Large,19,Conjunction,2,2334,12.8879,18110
SG_Large,19,Opposition,2,2408,13.2965,18110
SG_Large,19,Conjunction,3,551,3.0425,18110
SG_Large,19,Opposition,3,515,2.8437,18110
SG_Large,19,Conjunction,4,69,0.381,18110
SG_Large,19,Opposition,4,81,0.4473,18110
SG_Large,19,Conjunction,5,4,0.0221,18110
SG_Large,19,Opposition,5,5,0.0276,18110
SG_Large,19,Conjunction,6,0,0.0,18110
SG_Large,19,Opposition,6,0,0.0,18110
SG_Large,19,Conjunction,7,0,0.0,18110
SG_Large,19,Opposition,7,0,0.0,18110
SG_Large,20,Conjunction,0,8005,44.2021,18110
SG_Large,20,Opposition,0,8012,44.2408,18110
SG_Large,20,Conjunction,1,6881,37.9956,18110
SG_Large,20,Opposition,1,6816,37.6367,18110
SG_Large,20,Conjunction,2,2511,13.8653,18110
SG_Large,20,Opposition,2,2610,14.4119,18110
SG_Large,20,Conjunction,3,622,3.4346,18110
SG_Large,20,Opposition,3,569,3.1419,18110
SG_Large,20,Conjunction,4,87,0.4804,18110
SG_Large,20,Opposition,4,97,0.5356,18110
SG_Large,20,Conjunction,5,4,0.0221,18110
SG_Large,20,Opposition,5,6,0.0331,18110
SG_Large,20,Conjunction,6,0,0.0,18110
SG_Large,20,Opposition,6,0,0.0,18110
SG_Large,20,Conjunction,7,0,0.0,18110
SG_Large,20,Opposition,7,0,0.0,18110
SG_Large,21,Conjunction,0,7682,42.4186,18110
SG_Large,21,Opposition,0,7676,42.3854,18110
SG_Large,21,Conjunction,1,6929,38.2606,18110
SG_Large,21,Opposition,1,6897,38.0839,18110
SG_Large,21,Conjunction,2,2697,14.8923,18110
SG_Large,21,Opposition,2,2769,15.2899,18110
SG_Large,21,Conjunction,3,693,3.8266,18110
SG_Large,21,Opposition,3,649,3.5837,18110
SG_Large,21,Conjunction,4,103,0.5687,18110
SG_Large,21,Opposition,4,112,0.6184,18110
SG_Large,21,Conjunction,5,6,0.0331,18110
SG_Large,21,Opposition,5,7,0.0387,18110
SG_Large,21,Conjunction,6,0,0.0,18110
SG_Large,21,Opposition,6,0,0.0,18110
SG_Large,21,Conjunction,7,0,0.0,18110
SG_Large,21,Opposition,7,0,0.0,18110
SG_Large,22,Conjunction,0,7359,40.635,18110
SG_Large,22,Opposition,0,7371,40.7013,18110
SG_Large,22,Conjunction,1,6990,38.5975,18110
SG_Large,22,Opposition,1,6917,38.1944,18110
SG_Large,22,Conjunction,2,2867,15.831,18110
SG_Large,22,Opposition,2,2973,16.4163,18110
SG_Large,22,Conjunction,3,764,4.2187,18110
SG_Large,22,Opposition,3,708,3.9094,18110
SG_Large,22,Conjunction,4,124,0.6847,18110
SG_Large,22,Opposition,4,131,0.7234,18110
SG_Large,22,Conjunction,5,5,0.0276,18110
SG_Large,22,Opposition,5,10,0.0552,18110
SG_Large,22,Conjunction,6,1,0.0055,18110
SG_Large,22,Opposition,6,0,0.0,18110
SG_Large,22,Conjunction,7,0,0.0,18110
SG_Large,22,Opposition,7,0,0.0,18110
SG_Large,23,Conjunction,0,7095,39.1773,18110
SG_Large,23,Opposition,0,7083,39.111,18110
SG_Large,23,Conjunction,1,6998,38.6416,18110
SG_Large,23,Opposition,1,6947,38.36,18110
SG_Large,23,Conjunction,2,3012,16.6317,18110
SG_Large,23,Opposition,2,3129,17.2777,18110
SG_Large,23,Conjunction,3,856,4.7267,18110
SG_Large,23,Opposition,3,791,4.3678,18110
SG_Large,23,Conjunction,4,141,0.7786,18110
SG_Large,23,Opposition,4,147,0.8117,18110
SG_Large,23,Conjunction,5,7,0.0387,18110
SG_Large,23,Opposition,5,13,0.0718,18110
SG_Large,23,Conjunction,6,1,0.0055,18110
SG_Large,23,Opposition,6,0,0.0,18110
SG_Large,23,Conjunction,7,0,0.0,18110
SG_Large,23,Opposition,7,0,0.0,18110
SG_Large,24,Conjunction,0,6791,37.4986,18110
SG_Large,24,Opposition,0,6803,37.5649,18110
SG_Large,24,Conjunction,1,7026,38.7962,18110
SG_Large,24,Opposition,1,6970,38.487,18110
SG_Large,24,Conjunction,2,3182,17.5704,18110
SG_Large,24,Opposition,2,3259,17.9956,18110
SG_Large,24,Conjunction,3,940,5.1905,18110
SG_Large,24,Opposition,3,896,4.9475,18110
SG_Large,24,Conjunction,4,160,0.8835,18110
SG_Large,24,Opposition,4,161,0.889,18110
SG_Large,24,Conjunction,5,9,0.0497,18110
SG_Large,24,Opposition,5,21,0.116,18110
SG_Large,24,Conjunction,6,2,0.011,18110
SG_Large,24,Opposition,6,0,0.0,18110
SG_Large,24,Conjunction,7,0,0.0,18110
SG_Large,24,Opposition,7,0,0.0,18110
SG_Large,25,Conjunction,0,6500,35.8918,18110
SG_Large,25,Opposition,0,6544,36.1347,18110
SG_Large,25,Conjunction,1,7048,38.9177,18110
SG_Large,25,Opposition,1,6948,38.3655,18110
SG_Large,25,Conjunction,2,3326,18.3655,18110
SG_Large,25,Opposition,2,3419,18.8791,18110
SG_Large,25,Conjunction,3,1036,5.7206,18110
SG_Large,25,Opposition,3,996,5.4997,18110
SG_Large,25,Conjunction,4,187,1.0326,18110
SG_Large,25,Opposition,4,178,0.9829,18110
SG_Large,25,Conjunction,5,11,0.0607,18110
SG_Large,25,Opposition,5,24,0.1325,18110
SG_Large,25,Conjunction,6,2,0.011,18110
SG_Large,25,Opposition,6,1,0.0055,18110
SG_Large,25,Conjunction,7,0,0.0,18110
SG_Large,25,Opposition,7,0,0.0,18110
SG_Large,26,Conjunction,0,6202,34.2463,18110
SG_Large,26,Opposition,0,6280,34.677,18110
SG_Large,26,Conjunction,1,7040,38.8736,18110
SG_Large,26,Opposition,1,6937,38.3048,18110
SG_Large,26,Conjunction,2,3505,19.3539,18110
SG_Large,26,Opposition,2,3587,19.8067,18110
SG_Large,26,Conjunction,3,1141,6.3004,18110
SG_Large,26,Opposition,3,1076,5.9415,18110
SG_Large,26,Conjunction,4,206,1.1375,18110
SG_Large,26,Opposition,4,199,1.0988,18110
SG_Large,26,Conjunction,5,14,0.0773,18110
SG_Large,26,Opposition,5,29,0.1601,18110
SG_Large,26,Conjunction,6,2,0.011,18110
SG_Large,26,Opposition,6,2,0.011,18110
SG_Large,26,Conjunction,7,0,0.0,18110
SG_Large,26,Opposition,7,0,0.0,18110
SG_Large,27,Conjunction,0,5926,32.7223,18110
SG_Large,27,Opposition,0,6004,33.153,18110
SG_Large,27,Conjunction,1,7026,38.7962,18110
SG_Large,27,Opposition,1,6936,38.2993,18110
SG_Large,27,Conjunction,2,3661,20.2154,18110
SG_Large,27,Opposition,2,3718,20.5301,18110
SG_Large,27,Conjunction,3,1247,6.8857,18110
SG_Large,27,Opposition,3,1190,6.571,18110
SG_Large,27,Conjunction,4,230,1.27,18110
SG_Large,27,Opposition,4,224,1.2369,18110
SG_Large,27,Conjunction,5,18,0.0994,18110
SG_Large,27,Opposition,5,35,0.1933,18110
SG_Large,27,Conjunction,6,2,0.011,18110
SG_Large,27,Opposition,6,3,0.0166,18110
SG_Large,27,Conjunction,7,0,0.0,18110
SG_Large,27,Opposition,7,0,0.0,18110
SG_Large,28,Conjunction,0,5644,31.1651,18110
SG_Large,28,Opposition,0,5717,31.5682,18110
SG_Large,28,Conjunction,1,7026,38.7962,18110
SG_Large,28,Opposition,1,6928,38.2551,18110
SG_Large,28,Conjunction,2,3800,20.9829,18110
SG_Large,28,Opposition,2,3863,21.3308,18110
SG_Large,28,Conjunction,3,1340,7.3992,18110
SG_Large,28,Opposition,3,1310,7.2336,18110
SG_Large,28,Conjunction,4,277,1.5295,18110
SG_Large,28,Opposition,4,251,1.386,18110
SG_Large,28,Conjunction,5,21,0.116,18110
SG_Large,28,Opposition,5,38,0.2098,18110
SG_Large,28,Conjunction,6,2,0.011,18110
SG_Large,28,Opposition,6,3,0.0166,18110
SG_Large,28,Conjunction,7,0,0.0,18110
SG_Large,28,Opposition,7,0,0.0,18110
SG_Large,29,Conjunction,0,5426,29.9613,18110
SG_Large,29,Opposition,0,5494,30.3368,18110
SG_Large,29,Conjunction,1,6983,38.5588,18110
SG_Large,29,Opposition,1,6855,37.852,18110
SG_Large,29,Conjunction,2,3923,21.6621,18110
SG_Large,29,Opposition,2,4018,22.1866,18110
SG_Large,29,Conjunction,3,1446,7.9845,18110
SG_Large,29,Opposition,3,1421,7.8465,18110
SG_Large,29,Conjunction,4,303,1.6731,18110
SG_Large,29,Opposition,4,277,1.5295,18110
SG_Large,29,Conjunction,5,26,0.1436,18110
SG_Large,29,Opposition,5,41,0.2264,18110
SG_Large,29,Conjunction,6,3,0.0166,18110
SG_Large,29,Opposition,6,4,0.0221,18110
SG_Large,29,Conjunction,7,0,0.0,18110
SG_Large,29,Opposition,7,0,0.0,18110
SG_Large,30,Conjunction,0,5205,28.741,18110
SG_Large,30,Opposition,0,5255,29.0171,18110
SG_Large,30,Conjunction,1,6923,38.2275,18110
SG_Large,30,Opposition,1,6794,37.5152,18110
SG_Large,30,Conjunction,2,4069,22.4682,18110
SG_Large,30,Opposition,2,4166,23.0039,18110
SG_Large,30,Conjunction,3,1541,8.5091,18110
SG_Large,30,Opposition,3,1529,8.4428,18110
SG_Large,30,Conjunction,4,335,1.8498,18110
SG_Large,30,Opposition,4,315,1.7394,18110
SG_Large,30,Conjunction,5,33,0.1822,18110
SG_Large,30,Opposition,5,47,0.2595,18110
SG_Large,30,Conjunction,6,4,0.0221,18110
SG_Large,30,Opposition,6,4,0.0221,18110
SG_Large,30,Conjunction,7,0,0.0,18110
SG_Large,30,Opposition,7,0,0.0,18110
SG_XLarge,1,Conjunction,0,607,96.3492,630
SG_XLarge,1,Opposition,0,611,96.9841,630
SG_XLarge,1,Conjunction,1,23,3.6508,630
SG_XLarge,1,Opposition,1,18,2.8571,630
SG_XLarge,1,Conjunction,2,0,0.0,630
SG_XLarge,1,Opposition,2,1,0.1587,630
SG_XLarge,1,Conjunction,3,0,0.0,630
SG_XLarge,1,Opposition,3,0,0.0,630
SG_XLarge,1,Conjunction,4,0,0.0,630
SG_XLarge,1,Opposition,4,0,0.0,630
SG_XLarge,1,Conjunction,5,0,0.0,630
SG_XLarge,1,Opposition,5,0,0.0,630
SG_XLarge,1,Conjunction,6,0,0.0,630
SG_XLarge,1,Opposition,6,0,0.0,630
SG_XLarge,1,Conjunction,7,0,0.0,630
SG_XLarge,1,Opposition,7,0,0.0,630
SG_XLarge,2,Conjunction,0,581,92.2222,630
SG_XLarge,2,Opposition,0,585,92.8571,630
SG_XLarge,2,Conjunction,1,47,7.4603,630
SG_XLarge,2,Opposition,1,43,6.8254,630
SG_XLarge,2,Conjunction,2,2,0.3175,630
SG_XLarge,2,Opposition,2,2,0.3175,630
SG_XLarge,2,Conjunction,3,0,0.0,630
SG_XLarge,2,Opposition,3,0,0.0,630
SG_XLarge,2,Conjunction,4,0,0.0,630
SG_XLarge,2,Opposition,4,0,0.0,630
SG_XLarge,2,Conjunction,5,0,0.0,630
SG_XLarge,2,Opposition,5,0,0.0,630
SG_XLarge,2,Conjunction,6,0,0.0,630
SG_XLarge,2,Opposition,6,0,0.0,630
SG_XLarge,2,Conjunction,7,0,0.0,630
SG_XLarge,2,Opposition,7,0,0.0,630
SG_XLarge,3,Conjunction,0,553,87.7778,630
SG_XLarge,3,Opposition,0,566,89.8413,630
SG_XLarge,3,Conjunction,1,72,11.4286,630
SG_XLarge,3,Opposition,1,61,9.6825,630
SG_XLarge,3,Conjunction,2,5,0.7937,630
SG_XLarge,3,Opposition,2,3,0.4762,630
SG_XLarge,3,Conjunction,3,0,0.0,630
SG_XLarge,3,Opposition,3,0,0.0,630
SG_XLarge,3,Conjunction,4,0,0.0,630
SG_XLarge,3,Opposition,4,0,0.0,630
SG_XLarge,3,Conjunction,5,0,0.0,630
SG_XLarge,3,Opposition,5,0,0.0,630
SG_XLarge,3,Conjunction,6,0,0.0,630
SG_XLarge,3,Opposition,6,0,0.0,630
SG_XLarge,3,Conjunction,7,0,0.0,630
SG_XLarge,3,Opposition,7,0,0.0,630
SG_XLarge,4,Conjunction,0,536,85.0794,630
SG_XLarge,4,Opposition,0,548,86.9841,630
SG_XLarge,4,Conjunction,1,87,13.8095,630
SG_XLarge,4,Opposition,1,79,12.5397,630
SG_XLarge,4,Conjunction,2,6,0.9524,630
SG_XLarge,4,Opposition,2,3,0.4762,630
SG_XLarge,4,Conjunction,3,1,0.1587,630
SG_XLarge,4,Opposition,3,0,0.0,630
SG_XLarge,4,Conjunction,4,0,0.0,630
SG_XLarge,4,Opposition,4,0,0.0,630
SG_XLarge,4,Conjunction,5,0,0.0,630
SG_XLarge,4,Opposition,5,0,0.0,630
SG_XLarge,4,Conjunction,6,0,0.0,630
SG_XLarge,4,Opposition,6,0,0.0,630
SG_XLarge,4,Conjunction,7,0,0.0,630
SG_XLarge,4,Opposition,7,0,0.0,630
SG_XLarge,5,Conjunction,0,511,81.1111,630
SG_XLarge,5,Opposition,0,538,85.3968,630
SG_XLarge,5,Conjunction,1,108,17.1429,630
SG_XLarge,5,Opposition,1,88,13.9683,630
SG_XLarge,5,Conjunction,2,8,1.2698,630
SG_XLarge,5,Opposition,2,4,0.6349,630
SG_XLarge,5,Conjunction,3,2,0.3175,630
SG_XLarge,5,Opposition,3,0,0.0,630
SG_XLarge,5,Conjunction,4,1,0.1587,630
SG_XLarge,5,Opposition,4,0,0.0,630
SG_XLarge,5,Conjunction,5,0,0.0,630
SG_XLarge,5,Opposition,5,0,0.0,630
SG_XLarge,5,Conjunction,6,0,0.0,630
SG_XLarge,5,Opposition,6,0,0.0,630
SG_XLarge,5,Conjunction,7,0,0.0,630
SG_XLarge,5,Opposition,7,0,0.0,630
SG_XLarge,6,Conjunction,0,490,77.7778,630
SG_XLarge,6,Opposition,0,511,81.1111,630
SG_XLarge,6,Conjunction,1,127,20.1587,630
SG_XLarge,6,Opposition,1,112,17.7778,630
SG_XLarge,6,Conjunction,2,9,1.4286,630
SG_XLarge,6,Opposition,2,7,1.1111,630
SG_XLarge,6,Conjunction,3,3,0.4762,630
SG_XLarge,6,Opposition,3,0,0.0,630
SG_XLarge,6,Conjunction,4,1,0.1587,630
SG_XLarge,6,Opposition,4,0,0.0,630
SG_XLarge,6,Conjunction,5,0,0.0,630
SG_XLarge,6,Opposition,5,0,0.0,630
SG_XLarge,6,Conjunction,6,0,0.0,630
SG_XLarge,6,Opposition,6,0,0.0,630
SG_XLarge,6,Conjunction,7,0,0.0,630
SG_XLarge,6,Opposition,7,0,0.0,630
SG_XLarge,7,Conjunction,0,466,73.9683,630
SG_XLarge,7,Opposition,0,499,79.2063,630
SG_XLarge,7,Conjunction,1,144,22.8571,630
SG_XLarge,7,Opposition,1,121,19.2063,630
SG_XLarge,7,Conjunction,2,16,2.5397,630
SG_XLarge,7,Opposition,2,9,1.4286,630
SG_XLarge,7,Conjunction,3,3,0.4762,630
SG_XLarge,7,Opposition,3,1,0.1587,630
SG_XLarge,7,Conjunction,4,1,0.1587,630
SG_XLarge,7,Opposition,4,0,0.0,630
SG_XLarge,7,Conjunction,5,0,0.0,630
SG_XLarge,7,Opposition,5,0,0.0,630
SG_XLarge,7,Conjunction,6,0,0.0,630
SG_XLarge,7,Opposition,6,0,0.0,630
SG_XLarge,7,Conjunction,7,0,0.0,630
SG_XLarge,7,Opposition,7,0,0.0,630
SG_XLarge,8,Conjunction,0,450,71.4286,630
SG_XLarge,8,Opposition,0,477,75.7143,630
SG_XLarge,8,Conjunction,1,159,25.2381,630
SG_XLarge,8,Opposition,1,139,22.0635,630
SG_XLarge,8,Conjunction,2,17,2.6984,630
SG_XLarge,8,Opposition,2,13,2.0635,630
SG_XLarge,8,Conjunction,3,3,0.4762,630
SG_XLarge,8,Opposition,3,1,0.1587,630
SG_XLarge,8,Conjunction,4,1,0.1587,630
SG_XLarge,8,Opposition,4,0,0.0,630
SG_XLarge,8,Conjunction,5,0,0.0,630
SG_XLarge,8,Opposition,5,0,0.0,630
SG_XLarge,8,Conjunction,6,0,0.0,630
SG_XLarge,8,Opposition,6,0,0.0,630
SG_XLarge,8,Conjunction,7,0,0.0,630
SG_XLarge,8,Opposition,7,0,0.0,630
SG_XLarge,9,Conjunction,0,428,67.9365,630
SG_XLarge,9,Opposition,0,459,72.8571,630
SG_XLarge,9,Conjunction,1,177,28.0952,630
SG_XLarge,9,Opposition,1,151,23.9683,630
SG_XLarge,9,Conjunction,2,21,3.3333,630
SG_XLarge,9,Opposition,2,19,3.0159,630
SG_XLarge,9,Conjunction,3,3,0.4762,630
SG_XLarge,9,Opposition,3,1,0.1587,630
SG_XLarge,9,Conjunction,4,1,0.1587,630
SG_XLarge,9,Opposition,4,0,0.0,630
SG_XLarge,9,Conjunction,5,0,0.0,630
SG_XLarge,9,Opposition,5,0,0.0,630
SG_XLarge,9,Conjunction,6,0,0.0,630
SG_XLarge,9,Opposition,6,0,0.0,630
SG_XLarge,9,Conjunction,7,0,0.0,630
SG_XLarge,9,Opposition,7,0,0.0,630
SG_XLarge,10,Conjunction,0,415,65.873,630
SG_XLarge,10,Opposition,0,443,70.3175,630
SG_XLarge,10,Conjunction,1,178,28.254,630
SG_XLarge,10,Opposition,1,162,25.7143,630
SG_XLarge,10,Conjunction,2,31,4.9206,630
SG_XLarge,10,Opposition,2,23,3.6508,630
SG_XLarge,10,Conjunction,3,5,0.7937,630
SG_XLarge,10,Opposition,3,2,0.3175,630
SG_XLarge,10,Conjunction,4,1,0.1587,630
SG_XLarge,10,Opposition,4,0,0.0,630
SG_XLarge,10,Conjunction,5,0,0.0,630
SG_XLarge,10,Opposition,5,0,0.0,630
SG_XLarge,10,Conjunction,6,0,0.0,630
SG_XLarge,10,Opposition,6,0,0.0,630
SG_XLarge,10,Conjunction,7,0,0.0,630
SG_XLarge,10,Opposition,7,0,0.0,630
SG_XLarge,11,Conjunction,0,393,62.381,630
SG_XLarge,11,Opposition,0,432,68.5714,630
SG_XLarge,11,Conjunction,1,192,30.4762,630
SG_XLarge,11,Opposition,1,167,26.5079,630
SG_XLarge,11,Conjunction,2,39,6.1905,630
SG_XLarge,11,Opposition,2,28,4.4444,630
SG_XLarge,11,Conjunction,3,5,0.7937,630
SG_XLarge,11,Opposition,3,3,0.4762,630
SG_XLarge,11,Conjunction,4,1,0.1587,630
SG_XLarge,11,Opposition,4,0,0.0,630
SG_XLarge,11,Conjunction,5,0,0.0,630
SG_XLarge,11,Opposition,5,0,0.0,630
SG_XLarge,11,Conjunction,6,0,0.0,630
SG_XLarge,11,Opposition,6,0,0.0,630
SG_XLarge,11,Conjunction,7,0,0.0,630
SG_XLarge,11,Opposition,7,0,0.0,630
SG_XLarge,12,Conjunction,0,377,59.8413,630
SG_XLarge,12,Opposition,0,409,64.9206,630
SG_XLarge,12,Conjunction,1,204,32.381,630
SG_XLarge,12,Opposition,1,187,29.6825,630
SG_XLarge,12,Conjunction,2,40,6.3492,630
SG_XLarge,12,Opposition,2,28,4.4444,630
SG_XLarge,12,Conjunction,3,8,1.2698,630
SG_XLarge,12,Opposition,3,5,0.7937,630
SG_XLarge,12,Conjunction,4,1,0.1587,630
SG_XLarge,12,Opposition,4,1,0.1587,630
SG_XLarge,12,Conjunction,5,0,0.0,630
SG_XLarge,12,Opposition,5,0,0.0,630
SG_XLarge,12,Conjunction,6,0,0.0,630
SG_XLarge,12,Opposition,6,0,0.0,630
SG_XLarge,12,Conjunction,7,0,0.0,630
SG_XLarge,12,Opposition,7,0,0.0,630
SG_XLarge,13,Conjunction,0,356,56.5079,630
SG_XLarge,13,Opposition,0,385,61.1111,630
SG_XLarge,13,Conjunction,1,220,34.9206,630
SG_XLarge,13,Opposition,1,207,32.8571,630
SG_XLarge,13,Conjunction,2,45,7.1429,630
SG_XLarge,13,Opposition,2,32,5.0794,630
SG_XLarge,13,Conjunction,3,8,1.2698,630
SG_XLarge,13,Opposition,3,5,0.7937,630
SG_XLarge,13,Conjunction,4,1,0.1587,630
SG_XLarge,13,Opposition,4,1,0.1587,630
SG_XLarge,13,Conjunction,5,0,0.0,630
SG_XLarge,13,Opposition,5,0,0.0,630
SG_XLarge,13,Conjunction,6,0,0.0,630
SG_XLarge,13,Opposition,6,0,0.0,630
SG_XLarge,13,Conjunction,7,0,0.0,630
SG_XLarge,13,Opposition,7,0,0.0,630
SG_XLarge,14,Conjunction,0,340,53.9683,630
SG_XLarge,14,Opposition,0,373,59.2063,630
SG_XLarge,14,Conjunction,1,222,35.2381,630
SG_XLarge,14,Opposition,1,215,34.127,630
SG_XLarge,14,Conjunction,2,58,9.2063,630
SG_XLarge,14,Opposition,2,33,5.2381,630
SG_XLarge,14,Conjunction,3,9,1.4286,630
SG_XLarge,14,Opposition,3,7,1.1111,630
SG_XLarge,14,Conjunction,4,1,0.1587,630
SG_XLarge,14,Opposition,4,2,0.3175,630
SG_XLarge,14,Conjunction,5,0,0.0,630
SG_XLarge,14,Opposition,5,0,0.0,630
SG_XLarge,14,Conjunction,6,0,0.0,630
SG_XLarge,14,Opposition,6,0,0.0,630
SG_XLarge,14,Conjunction,7,0,0.0,630
SG_XLarge,14,Opposition,7,0,0.0,630
SG_XLarge,15,Conjunction,0,332,52.6984,630
SG_XLarge,15,Opposition,0,355,56.3492,630
SG_XLarge,15,Conjunction,1,219,34.7619,630
SG_XLarge,15,Opposition,1,224,35.5556,630
SG_XLarge,15,Conjunction,2,68,10.7937,630
SG_XLarge,15,Opposition,2,41,6.5079,630
SG_XLarge,15,Conjunction,3,10,1.5873,630
SG_XLarge,15,Opposition,3,8,1.2698,630
SG_XLarge,15,Conjunction,4,1,0.1587,630
SG_XLarge,15,Opposition,4,2,0.3175,630
SG_XLarge,15,Conjunction,5,0,0.0,630
SG_XLarge,15,Opposition,5,0,0.0,630
SG_XLarge,15,Conjunction,6,0,0.0,630
SG_XLarge,15,Opposition,6,0,0.0,630
SG_XLarge,15,Conjunction,7,0,0.0,630
SG_XLarge,15,Opposition,7,0,0.0,630
SG_XLarge,16,Conjunction,0,313,49.6825,630
SG_XLarge,16,Opposition,0,342,54.2857,630
SG_XLarge,16,Conjunction,1,232,36.8254,630
SG_XLarge,16,Opposition,1,234,37.1429,630
SG_XLarge,16,Conjunction,2,73,11.5873,630
SG_XLarge,16,Opposition,2,43,6.8254,630
SG_XLarge,16,Conjunction,3,11,1.746,630
SG_XLarge,16,Opposition,3,9,1.4286,630
SG_XLarge,16,Conjunction,4,1,0.1587,630
SG_XLarge,16,Opposition,4,2,0.3175,630
SG_XLarge,16,Conjunction,5,0,0.0,630
SG_XLarge,16,Opposition,5,0,0.0,630
